name,branch,region,district,phone,email
KALEBEZO,,Mwanza,Buchosa,,
MAGULUKENDA,,Mwanza,Buchosa,,
KASISA,,Mwanza,Buchosa,,
KAHUNDA,,Mwanza,Buchosa,,
KATWE,,Mwanza,Buchosa,,
KAKOBE,,Mwanza,Buchosa,,
LUGATA,,Mwanza,Buchosa,,
MAISOME,,Mwanza,Buchosa,,
NYAKALIRO,,Mwanza,Buchosa,,
KOME,,Mwanza,Buchosa,,
NYAKASUNGWA,,Mwanza,Buchosa,,
MIGUKULAMA,,Mwanza,Buchosa,,
NYAMADOKE,,Mwanza,Buchosa,,
NYEHUNGE,,Mwanza,Buchosa,,
BUGOGWA,,Mwanza,Ilemela Mc,,
TAQWA MODERN,,Mwanza,Ilemela Mc,,
BUJINGWA,,Mwanza,Ilemela Mc,,
BUSWELU,,Mwanza,Ilemela Mc,,
EDEN VALLEY,,Mwanza,Ilemela Mc,,
RORYA,,Mwanza,Ilemela Mc,,
IBUNGILO,,Mwanza,Ilemela Mc,,
KILOLELI,,Mwanza,Ilemela Mc,,
MONTESSORI MARIA,,Mwanza,Ilemela Mc,,
ILEMELA ISLAMIC,,Mwanza,Ilemela Mc,,
LIVING WATERS,,Mwanza,Ilemela Mc,,
LUMALA,,Mwanza,Ilemela Mc,,
MORNING STAR,,Mwanza,Ilemela Mc,,
BIDII,,Mwanza,Ilemela Mc,,
CENTRAL VALLEY,,Mwanza,Ilemela Mc,,
LUKOBE,,Mwanza,Ilemela Mc,,
PROSPERITY,,Mwanza,Ilemela Mc,,
PASIANSI,,Mwanza,Ilemela Mc,,
KAYENZE,,Mwanza,Ilemela Mc,,
KISUNDI,,Mwanza,Ilemela Mc,,
KABUHORO,,Mwanza,Ilemela Mc,,
KIRUMBA,,Mwanza,Ilemela Mc,,
TAQWA,,Mwanza,Ilemela Mc,,
ANGELINA MABULA,,Mwanza,Ilemela Mc,,
GREEN VIEW,,Mwanza,Ilemela Mc,,
MIHAMA,,Mwanza,Ilemela Mc,,
MWINUKO,,Mwanza,Ilemela Mc,,
EDEN,,Mwanza,Ilemela Mc,,
KANGAYE,,Mwanza,Ilemela Mc,,
LORETO GIRLS,,Mwanza,Ilemela Mc,,
MARIST BOYS,,Mwanza,Ilemela Mc,,
NUNDU,,Mwanza,Ilemela Mc,,
MWANZA BAPTIST,,Mwanza,Ilemela Mc,,
NYAMANORO,,Mwanza,Ilemela Mc,,
IBINZA,,Mwanza,Ilemela Mc,,
JELLY'S,,Mwanza,Ilemela Mc,,
NYAMUGE,,Mwanza,Ilemela Mc,,
NYASAKA,,Mwanza,Ilemela Mc,,
NYASAKA ISLAMIC SEMINARI,,Mwanza,Ilemela Mc,,
TABASAMU,,Mwanza,Ilemela Mc,,
TCRC FURAHA,,Mwanza,Ilemela Mc,,
YUSTA,,Mwanza,Ilemela Mc,,
BWIRU BOYS TECHNICAL,,Mwanza,Ilemela Mc,,
BWIRU GIRLS',,Mwanza,Ilemela Mc,,
KITANGIRI,,Mwanza,Ilemela Mc,,
MNARANI,,Mwanza,Ilemela Mc,,
SUNRISE,,Mwanza,Ilemela Mc,,
SANGABUYE,,Mwanza,Ilemela Mc,,
SHIBULA,,Mwanza,Ilemela Mc,,
BUNGULWA,,Mwanza,Kwimba,,
BUPAMWA,,Mwanza,Kwimba,,
MWAMASHIMBA,,Mwanza,Kwimba,,
NDAMHI,,Mwanza,Kwimba,,
NELA,,Mwanza,Kwimba,,
IGONGWA,,Mwanza,Kwimba,,
IMALILO,,Mwanza,Kwimba,,
ISENI,,Mwanza,Kwimba,,
KIKUBIJI,,Mwanza,Kwimba,,
LYOMA,,Mwanza,Kwimba,,
MALIGISU,,Mwanza,Kwimba,,
MALYA,,Mwanza,Kwimba,,
MANTARE,,Mwanza,Kwimba,,
MHANDE,,Mwanza,Kwimba,,
MWABOMBA,,Mwanza,Kwimba,,
MWAGI,,Mwanza,Kwimba,,
MWAKILYAMBITI,,Mwanza,Kwimba,,
MWAMALA,,Mwanza,Kwimba,,
MWANDU,,Mwanza,Kwimba,,
MWANG'HALANGA,,Mwanza,Kwimba,,
MWANKULWE,,Mwanza,Kwimba,,
NG'HUNDI,,Mwanza,Kwimba,,
BUJIKU SAKILA,,Mwanza,Kwimba,,
NGUDU,,Mwanza,Kwimba,,
NGULLA,,Mwanza,Kwimba,,
ARCHBISHOP MAYALA GIRLS',,Mwanza,Kwimba,,
KINOJA,,Mwanza,Kwimba,,
TALLO,,Mwanza,Kwimba,,
NYAMILAMA,,Mwanza,Kwimba,,
MWASHILALAGE,,Mwanza,Kwimba,,
SUMVE,,Mwanza,Kwimba,,
SUMVE GIRLS,,Mwanza,Kwimba,,
WALLA,,Mwanza,Kwimba,,
BUJASHI,,Mwanza,Magu,,
KASSA CHARITY,,Mwanza,Magu,,
LUMVE,,Mwanza,Magu,,
BUKANDWE,,Mwanza,Magu,,
MUKIDOMA,,Mwanza,Magu,,
KONGOLO,,Mwanza,Magu,,
MAGU,,Mwanza,Magu,,
PETER KATWIGA,,Mwanza,Magu,,
ITUMBILI,,Mwanza,Magu,,
KABILA,,Mwanza,Magu,,
KAHANGARA,,Mwanza,Magu,,
MUGINI,,Mwanza,Magu,,
BUJORA,,Mwanza,Magu,,
KITUMBA,,Mwanza,Magu,,
JOSEPH &MARY,,Mwanza,Magu,,
LUGEYE,,Mwanza,Magu,,
LUBUGU,,Mwanza,Magu,,
LUTALE,,Mwanza,Magu,,
NG&#8217;WAMABANZA,,Mwanza,Magu,,
MWAMANGA,,Mwanza,Magu,,
NG&#8217;HAYA,,Mwanza,Magu,,
NYANGUGE,,Mwanza,Magu,,
KANDAWE,,Mwanza,Magu,,
KINANGO,,Mwanza,Magu,,
MAHAHA,,Mwanza,Magu,,
SHISHANI,,Mwanza,Magu,,
SUKUMA,,Mwanza,Magu,,
BUHINGO,,Mwanza,Misungwi,,
BULEMEJI,,Mwanza,Misungwi,,
BUSONGO,,Mwanza,Misungwi,,
NYABUMHANDA,,Mwanza,Misungwi,,
J. MAGUFULI,,Mwanza,Misungwi,,
BUKUMBI,,Mwanza,Misungwi,,
IDETEMYA,,Mwanza,Misungwi,,
IGOKELO,,Mwanza,Misungwi,,
ILUJAMATE,,Mwanza,Misungwi,,
KANYELELE,,Mwanza,Misungwi,,
KASOLOLO,,Mwanza,Misungwi,,
ISAKAMAWE,,Mwanza,Misungwi,,
KOROMIJE,,Mwanza,Misungwi,,
LUBILI,,Mwanza,Misungwi,,
MAWEMATATU,,Mwanza,Misungwi,,
MAMAYE,,Mwanza,Misungwi,,
MBARIKA,,Mwanza,Misungwi,,
MISASI,,Mwanza,Misungwi,,
AIMEE MILEMBA,,Mwanza,Misungwi,,
ELPAS,,Mwanza,Misungwi,,
MISUNGWI,,Mwanza,Misungwi,,
ZULU,,Mwanza,Misungwi,,
MWANIKO,,Mwanza,Misungwi,,
NHUNDULU,,Mwanza,Misungwi,,
SHILALO,,Mwanza,Misungwi,,
SUMBUGU,,Mwanza,Misungwi,,
PAUL BOMANI,,Mwanza,Misungwi,,
DIPLOMAT,,Mwanza,Misungwi,,
IPWAGA,,Mwanza,Misungwi,,
SANJO,,Mwanza,Misungwi,,
BUHONGWA,,Mwanza,Mwanza Cc,,
BUHONGWA ISLAMIC,,Mwanza,Mwanza Cc,,
CENTRAL BUHONGWA,,Mwanza,Mwanza Cc,,
KINGDOM LIFE,,Mwanza,Mwanza Cc,,
MESSA,,Mwanza,Mwanza Cc,,
MUSABE GIRLS,,Mwanza,Mwanza Cc,,
TWIHULUMILE,,Mwanza,Mwanza Cc,,
BUTIMBA DAY,,Mwanza,Mwanza Cc,,
NYAMAGANA,,Mwanza,Mwanza Cc,,
NYEGEZI,,Mwanza,Mwanza Cc,,
IGOGO,,Mwanza,Mwanza Cc,,
MAPANGO,,Mwanza,Mwanza Cc,,
SHAMALIWA,,Mwanza,Mwanza Cc,,
EMARA HIGHLAND,,Mwanza,Mwanza Cc,,
LAKE,,Mwanza,Mwanza Cc,,
MBOKA,,Mwanza,Mwanza Cc,,
NYAKABUNGO,,Mwanza,Mwanza Cc,,
OLE NJOOLAY,,Mwanza,Mwanza Cc,,
THAQAAFA,,Mwanza,Mwanza Cc,,
FUMAGILA,,Mwanza,Mwanza Cc,,
IGOMA,,Mwanza,Mwanza Cc,,
KIKALA,,Mwanza,Mwanza Cc,,
FAMGI BOYS,,Mwanza,Mwanza Cc,,
FR RAMON,,Mwanza,Mwanza Cc,,
HOLY FAMILY,,Mwanza,Mwanza Cc,,
LUCHELELE,,Mwanza,Mwanza Cc,,
MALIMBE,,Mwanza,Mwanza Cc,,
NYEGEZI SEMINARI,,Mwanza,Mwanza Cc,,
LWANHIMA,,Mwanza,Mwanza Cc,,
MUSABE BOYS,,Mwanza,Mwanza Cc,,
MTONI,,Mwanza,Mwanza Cc,,
ALLIANCE GIRLS,,Mwanza,Mwanza Cc,,
ALLIANCE ROCKY ARMY,,Mwanza,Mwanza Cc,,
BISMARK,,Mwanza,Mwanza Cc,,
IGELEGELE,,Mwanza,Mwanza Cc,,
MAHINA,,Mwanza,Mwanza Cc,,
MWANZA ALLIANCE BOYS,,Mwanza,Mwanza Cc,,
NYANZA ADVENTIST,,Mwanza,Mwanza Cc,,
OMEGA,,Mwanza,Mwanza Cc,,
RODAN,,Mwanza,Mwanza Cc,,
MBUGANI,,Mwanza,Mwanza Cc,,
ISLAMIYA,,Mwanza,Mwanza Cc,,
MUHANDU,,Mwanza,Mwanza Cc,,
MIRONGO,,Mwanza,Mwanza Cc,,
MKOLANI,,Mwanza,Mwanza Cc,,
NASCO,,Mwanza,Mwanza Cc,,
NGANZA,,Mwanza,Mwanza Cc,,
NSUMBA,,Mwanza,Mwanza Cc,,
ROCKS HILL,,Mwanza,Mwanza Cc,,
MKUYUNI,,Mwanza,Mwanza Cc,,
NYAKURUNDUMA,,Mwanza,Mwanza Cc,,
CAPRIPOINT,,Mwanza,Mwanza Cc,,
CALFORNIA HILLS,,Mwanza,Mwanza Cc,,
NYABULOGOYA,,Mwanza,Mwanza Cc,,
BUGARIKA,,Mwanza,Mwanza Cc,,
MLIMANI,,Mwanza,Mwanza Cc,,
MWANZA,,Mwanza,Mwanza Cc,,
PAMBA,,Mwanza,Mwanza Cc,,
ST. JOSEPH SEMINARI,,Mwanza,Mwanza Cc,,
BITOTO,,Mwanza,Sengerema,,
BUSISI,,Mwanza,Sengerema,,
BUYAGU,,Mwanza,Sengerema,,
BUZILASOGA,,Mwanza,Sengerema,,
CHIFUNFU,,Mwanza,Sengerema,,
JUVENARY BUZINZA,,Mwanza,Sengerema,,
IBISABAGENI,,Mwanza,Sengerema,,
ST.CAROLI,,Mwanza,Sengerema,,
NGOMA,,Mwanza,Sengerema,,
BUTONGA,,Mwanza,Sengerema,,
LWENGE,,Mwanza,Sengerema,,
NYANCHENCHE,,Mwanza,Sengerema,,
KAHUMULO,,Mwanza,Sengerema,,
LUSIKWI,,Mwanza,Sengerema,,
NYAMAHONA,,Mwanza,Sengerema,,
CHRIST THE KING NYANTAKUBWA (GI,,Mwanza,Sengerema,,
KASUNGAMILE,,Mwanza,Sengerema,,
AICT KATUNGURU CHRISTIAN SEMINA,,Mwanza,Sengerema,,
KATUNGURU,,Mwanza,Sengerema,,
NYAMTELELA,,Mwanza,Sengerema,,
KISHINDA,,Mwanza,Sengerema,,
TUNYENYE,,Mwanza,Sengerema,,
NGWELI,,Mwanza,Sengerema,,
ST. MARY QUEEN OF THE APOSTLES,,Mwanza,Sengerema,,
MWABALUHI,,Mwanza,Sengerema,,
SENGEREMA,,Mwanza,Sengerema,,
NYAMATONGO,,Mwanza,Sengerema,,
KIJUKA,,Mwanza,Sengerema,,
NYAMAZUGO,,Mwanza,Sengerema,,
MWALIGA,,Mwanza,Sengerema,,
TABARUKA,,Mwanza,Sengerema,,
NYAMPULUKANO,,Mwanza,Sengerema,,
KILABELA,,Mwanza,Sengerema,,
NTUNDURU,,Mwanza,Sengerema,,
SENGEREMA ISLAMIC,,Mwanza,Sengerema,,
TWITANGE,,Mwanza,Sengerema,,
SIMA,,Mwanza,Sengerema,,
EXPERANCIA,,Mwanza,Sengerema,,
TAMABU,,Mwanza,Sengerema,,
BUKANDA,,Mwanza,Ukerewe,,
BUKIKO,,Mwanza,Ukerewe,,
BUKINDO,,Mwanza,Ukerewe,,
BUKONGO,,Mwanza,Ukerewe,,
BWIRO,,Mwanza,Ukerewe,,
BWISYA,,Mwanza,Ukerewe,,
IGALLA,,Mwanza,Ukerewe,,
IRUGWA,,Mwanza,Ukerewe,,
NAKOZA,,Mwanza,Ukerewe,,
BUGUZA,,Mwanza,Ukerewe,,
KAGUNGULI GIRLS,,Mwanza,Ukerewe,,
KAKEREGE,,Mwanza,Ukerewe,,
MIBUNGO,,Mwanza,Ukerewe,,
MUKITUNTU,,Mwanza,Ukerewe,,
MURITI,,Mwanza,Ukerewe,,
LUGONGO,,Mwanza,Ukerewe,,
MURUTUNGURU,,Mwanza,Ukerewe,,
PIUS MSEKWA,,Mwanza,Ukerewe,,
NAKATUNGURU,,Mwanza,Ukerewe,,
NAMAGONDO,,Mwanza,Ukerewe,,
BUSANGUMUGU,,Mwanza,Ukerewe,,
NANSIO,,Mwanza,Ukerewe,,
KAMEYA,,Mwanza,Ukerewe,,
NDURUMA DAY,,Mwanza,Ukerewe,,
MUMBUGA,,Mwanza,Ukerewe,,
BANEMHI,,Simiyu,Bariadi,,
DUTWA,,Simiyu,Bariadi,,
IGAGANULWA,,Simiyu,Bariadi,,
IKINABUSHU,,Simiyu,Bariadi,,
NYAWA,,Simiyu,Bariadi,,
IKUNGULYABASHASHI,,Simiyu,Bariadi,,
ITUBUKILO,,Simiyu,Bariadi,,
MWAMLAPA,,Simiyu,Bariadi,,
KASOLI,,Simiyu,Bariadi,,
MWANTIBA,,Simiyu,Bariadi,,
BYUNA,,Simiyu,Bariadi,,
MWADOBANA,,Simiyu,Bariadi,,
MISWAKI,,Simiyu,Bariadi,,
GASUMA,,Simiyu,Bariadi,,
GEGEDI,,Simiyu,Bariadi,,
NGULYATI,,Simiyu,Bariadi,,
NYASOSI,,Simiyu,Bariadi,,
NKINDWABIYE,,Simiyu,Bariadi,,
NKOLOLO,,Simiyu,Bariadi,,
IBULYU,,Simiyu,Bariadi,,
SAKWE,,Simiyu,Bariadi,,
SAPIWI,,Simiyu,Bariadi,,
KIDINDA,,Simiyu,Bariadi Tc,,
GIRIKU,,Simiyu,Bariadi Tc,,
GUDUWI,,Simiyu,Bariadi Tc,,
SIMIYU,,Simiyu,Bariadi Tc,,
MBITI,,Simiyu,Bariadi Tc,,
NTUZU,,Simiyu,Bariadi Tc,,
BUPANDAGILA,,Simiyu,Bariadi Tc,,
NYAKABINDI,,Simiyu,Bariadi Tc,,
OLD MASWA,,Simiyu,Bariadi Tc,,
NG'WANG'WALI,,Simiyu,Bariadi Tc,,
SOMANDA,,Simiyu,Bariadi Tc,,
BIASHARA BARIADI,,Simiyu,Bariadi Tc,,
KUSEKWA MEMORIAL,,Simiyu,Bariadi Tc,,
BARIADI,,Simiyu,Bariadi Tc,,
CHENGE,,Simiyu,Bariadi Tc,,
BADUGU,,Simiyu,Busega,,
IGALUKILO,,Simiyu,Busega,,
MWAMAGIGISI,,Simiyu,Busega,,
WEST SERENGETI,,Simiyu,Busega,,
KABITA,,Simiyu,Busega,,
KALEMELA,,Simiyu,Busega,,
MASANZA,,Simiyu,Busega,,
SOGESCA,,Simiyu,Busega,,
ANTONY MTAKA,,Simiyu,Busega,,
LAMADI,,Simiyu,Busega,,
WINAM CAREER,,Simiyu,Busega,,
MWASAMBA,,Simiyu,Busega,,
MALILI,,Simiyu,Busega,,
KIJELESHI,,Simiyu,Busega,,
MKULA,,Simiyu,Busega,,
NYANGWE,,Simiyu,Busega,,
KISHAMAPANDA,,Simiyu,Busega,,
NGASAMO,,Simiyu,Busega,,
NYALUHANDE,,Simiyu,Busega,,
BULIMA,,Simiyu,Busega,,
DR.CHEGENI,,Simiyu,Busega,,
NASSA,,Simiyu,Busega,,
SIMBA WA YUDA,,Simiyu,Busega,,
SHIGALA,,Simiyu,Busega,,
BUDALABUJIGA,,Simiyu,Itilima,,
BUMERA,,Simiyu,Itilima,,
HABIYA,,Simiyu,Itilima,,
CHINAMILI,,Simiyu,Itilima,,
KANADI,,Simiyu,Itilima,,
IKINDILO,,Simiyu,Itilima,,
KINANG'WELI,,Simiyu,Itilima,,
MWAKILANGI,,Simiyu,Itilima,,
LAGANGABILILI,,Simiyu,Itilima,,
IKUNGULIPU,,Simiyu,Itilima,,
INALO,,Simiyu,Itilima,,
ITILIMA,,Simiyu,Itilima,,
SUNZULA,,Simiyu,Itilima,,
MADILANA,,Simiyu,Itilima,,
MHUNZE,,Simiyu,Itilima,,
MWALUSHU,,Simiyu,Itilima,,
IDOSELO,,Simiyu,Itilima,,
MWAMAPALALA,,Simiyu,Itilima,,
MWAMTANI,,Simiyu,Itilima,,
LUNG'WA,,Simiyu,Itilima,,
MWASWALE,,Simiyu,Itilima,,
NDOLELEJI,,Simiyu,Itilima,,
NKOMA,,Simiyu,Itilima,,
BUNAMHALA MBUGANI,,Simiyu,Itilima,,
LAINI,,Simiyu,Itilima,,
SAGATA,,Simiyu,Itilima,,
MAHEMBE,,Simiyu,Itilima,,
BUKINGWAMINZI,,Simiyu,Itilima,,
KABALE - BARIADI,,Simiyu,Itilima,,
BADI,,Simiyu,Maswa,,
MWAKALEKA,,Simiyu,Maswa,,
KINAMWIGULU,,Simiyu,Maswa,,
BUDEKWA,,Simiyu,Maswa,,
ITULE,,Simiyu,Maswa,,
ISANGA,,Simiyu,Maswa,,
MAJEBELE,,Simiyu,Maswa,,
BUSHASHI,,Simiyu,Maswa,,
IPILILO,,Simiyu,Maswa,,
NG’HUMBU,,Simiyu,Maswa,,
JIJA,,Simiyu,Maswa,,
KADOTO,,Simiyu,Maswa,,
KULIMI,,Simiyu,Maswa,,
LALAGO,,Simiyu,Maswa,,
MWAGALA,,Simiyu,Maswa,,
MALAMPAKA,,Simiyu,Maswa,,
MASELA,,Simiyu,Maswa,,
MWASAYI,,Simiyu,Maswa,,
MATABA,,Simiyu,Maswa,,
MASUMBA,,Simiyu,Maswa,,
MWABAYANDA,,Simiyu,Maswa,,
MWAMANENGE,,Simiyu,Maswa,,
BUCHAMBI,,Simiyu,Maswa,,
NGULIGULI,,Simiyu,Maswa,,
NG’WIGWA,,Simiyu,Maswa,,
NYABUBINZA,,Simiyu,Maswa,,
SALAGE,,Simiyu,Maswa,,
MWANDETE,,Simiyu,Maswa,,
SANGAMWALUGESHA,,Simiyu,Maswa,,
SENANI,,Simiyu,Maswa,,
ZEBEYA,,Simiyu,Maswa,,
SENG’WA,,Simiyu,Maswa,,
Dekapoli,,Simiyu,Maswa,,
NYALIKUNGU,,Simiyu,Maswa,,
ST. ALOYSIUS GONZAGA SEMINARY S,,Simiyu,Maswa,,
SHISHIYU,,Simiyu,Maswa,,
BINZA,,Simiyu,Maswa,,
MASWA,,Simiyu,Maswa,,
BUKUNDI,,Simiyu,Meatu,,
IMALASEKO,,Simiyu,Meatu,,
ITINJE,,Simiyu,Meatu,,
PAJI,,Simiyu,Meatu,,
KISESA,,Simiyu,Meatu,,
Mwaukoli,,Simiyu,Meatu,,
LUBIGA,,Simiyu,Meatu,,
MWABUMA,,Simiyu,Meatu,,
MWABUSALU,,Simiyu,Meatu,,
NYALANJA,,Simiyu,Meatu,,
MWAMALOLE,,Simiyu,Meatu,,
MWAMANONGU,,Simiyu,Meatu,,
MWAMISHALI,,Simiyu,Meatu,,
Mwakaluba,,Simiyu,Meatu,,
MWANDOYA,,Simiyu,Meatu,,
KIMALI,,Simiyu,Meatu,,
MWANJOLO,,Simiyu,Meatu,,
MEATU,,Simiyu,Meatu,,
LINGEKA,,Simiyu,Meatu,,
NG`HOBOKO,,Simiyu,Meatu,,
LYUSA,,Simiyu,Meatu,,
SAKASAKA,,Simiyu,Meatu,,
KAGANGO,,Kagera,Biharamulo,,
KAGANGO 'B' WASICHANA,,Kagera,Biharamulo,,
MT. CLARE BIHARAMULO GIRLS',,Kagera,Biharamulo,,
RUBONDO,,Kagera,Biharamulo,,
BISIBO,,Kagera,Biharamulo,,
RUNAZI,,Kagera,Biharamulo,,
BIZIMYA,,Kagera,Biharamulo,,
KALENGE DAY,,Kagera,Biharamulo,,
MUBABA,,Kagera,Biharamulo,,
LUSAHUNGA,,Kagera,Biharamulo,,
NEMBA,,Kagera,Biharamulo,,
NYABUSOZI,,Kagera,Biharamulo,,
NYAKAHURA,,Kagera,Biharamulo,,
NYAMAHANGA,,Kagera,Biharamulo,,
NYAMIGOGO,,Kagera,Biharamulo,,
NYANTAKARA,,Kagera,Biharamulo,,
BIHARAMULO,,Kagera,Biharamulo,,
KATAHOKA,,Kagera,Biharamulo,,
ST. CHARLES LWANGA KATOKE SEMIN,,Kagera,Biharamulo,,
RWAGATI,,Kagera,Biharamulo,,
RUZIBA,,Kagera,Biharamulo,,
KALEMA,,Kagera,Bukoba,,
BUJUGO,,Kagera,Bukoba,,
TUNAMKUMBUKA,,Kagera,Bukoba,,
MWEMAGE,,Kagera,Bukoba,,
BUTULAGE,,Kagera,Bukoba,,
KAAGYA,,Kagera,Bukoba,,
ST. CECILIA,,Kagera,Bukoba,,
KAIBANJA,,Kagera,Bukoba,,
LYAMAHORO,,Kagera,Bukoba,,
BUKARA,,Kagera,Bukoba,,
KABALE,,Kagera,Bukoba,,
KARABAGAINE,,Kagera,Bukoba,,
KWAUSO,,Kagera,Bukoba,,
KATOMA,,Kagera,Bukoba,,
KATORO,,Kagera,Bukoba,,
KATORO ISLAMIC SEMINARI,,Kagera,Bukoba,,
ST. AUGUSTINE NGARAMA,,Kagera,Bukoba,,
BETHANIA UFUNDI,,Kagera,Bukoba,,
BUJUNANGOMA,,Kagera,Bukoba,,
KASHOZI,,Kagera,Bukoba,,
KEMONDO,,Kagera,Bukoba,,
KIBIRIZI,,Kagera,Bukoba,,
KIKOMELO,,Kagera,Bukoba,,
BUSILIKYA,,Kagera,Bukoba,,
ILUHYA,,Kagera,Bukoba,,
KISHOGO,,Kagera,Bukoba,,
IZIMBYA,,Kagera,Bukoba,,
KYAMULAILE,,Kagera,Bukoba,,
MARUKU,,Kagera,Bukoba,,
BUKOBA HOPE LUTHERAN,,Kagera,Bukoba,,
KARAMAGI,,Kagera,Bukoba,,
HEKIMA GIRLS,,Kagera,Bukoba,,
KABUGARO,,Kagera,Bukoba,,
NYAKATO,,Kagera,Bukoba,,
NYAKIBIMBILI,,Kagera,Bukoba,,
KATALE,,Kagera,Bukoba,,
RUBALE,,Kagera,Bukoba,,
ST. SOTHENES,,Kagera,Bukoba,,
RUHUNGA,,Kagera,Bukoba,,
BAKOBA,,Kagera,Bukoba Mc,,
BILELE,,Kagera,Bukoba Mc,,
JAFFERY BUKOBA,,Kagera,Bukoba Mc,,
BUHEMBE,,Kagera,Bukoba Mc,,
BUKOBA LUTHERAN,,Kagera,Bukoba Mc,,
STEVEN,,Kagera,Bukoba Mc,,
HAMUGEMBE,,Kagera,Bukoba Mc,,
IJUGANYONDO,,Kagera,Bukoba Mc,,
JOSIAH GIRLS,,Kagera,Bukoba Mc,,
KAIZIREGE,,Kagera,Bukoba Mc,,
KEMEBOS,,Kagera,Bukoba Mc,,
PEACE,,Kagera,Bukoba Mc,,
RWAZI,,Kagera,Bukoba Mc,,
MUGEZA,,Kagera,Bukoba Mc,,
NYANSHENYE,,Kagera,Bukoba Mc,,
QUDUS,,Kagera,Bukoba Mc,,
RUTUNGA,,Kagera,Bukoba Mc,,
KAHORORO,,Kagera,Bukoba Mc,,
KASHAI,,Kagera,Bukoba Mc,,
HARVEST MISSION,,Kagera,Bukoba Mc,,
KAJUMULO ALEXANDER GIRLS',,Kagera,Bukoba Mc,,
KIBETA,,Kagera,Bukoba Mc,,
KAGEMU,,Kagera,Bukoba Mc,,
RUGAMBWA GIRLS,,Kagera,Bukoba Mc,,
BUKOBA,,Kagera,Bukoba Mc,,
LAKE VIEW,,Kagera,Bukoba Mc,,
RUMULI,,Kagera,Bukoba Mc,,
IHUNGO,,Kagera,Bukoba Mc,,
NSHAMBYA,,Kagera,Bukoba Mc,,
OMUMWANI,,Kagera,Bukoba Mc,,
ST.JOSEPH KOLPING,,Kagera,Bukoba Mc,,
NYANGA,,Kagera,Bukoba Mc,,
RWAMISHENYE,,Kagera,Bukoba Mc,,
BUGENE,,Kagera,Karagwe,,
KAWELA,,Kagera,Karagwe,,
CHAKARURU,,Kagera,Karagwe,,
MAVUNO MODEL GIRLS,,Kagera,Karagwe,,
RUICHO,,Kagera,Karagwe,,
IHEMBE,,Kagera,Karagwe,,
KAJUNGUTI,,Kagera,Karagwe,,
IGURWA,,Kagera,Karagwe,,
RWAMBAIZI,,Kagera,Karagwe,,
KAYANGA,,Kagera,Karagwe,,
KARAGWE,,Kagera,Karagwe,,
KIHANGA,,Kagera,Karagwe,,
MUNGU BARIKI,,Kagera,Karagwe,,
KIRURUMA,,Kagera,Karagwe,,
KITUNTU,,Kagera,Karagwe,,
RUSHE,,Kagera,Karagwe,,
ARISTOTTLE,,Kagera,Karagwe,,
NDAMA,,Kagera,Karagwe,,
BWERANYANGE,,Kagera,Karagwe,,
CHABALISA,,Kagera,Karagwe,,
NYABIYONZA,,Kagera,Karagwe,,
NYAISHOZI,,Kagera,Karagwe,,
RUHINDA,,Kagera,Karagwe,,
NONO,,Kagera,Karagwe,,
NYAKAHANGA,,Kagera,Karagwe,,
NYAKASIMBI,,Kagera,Karagwe,,
RUGU,,Kagera,Karagwe,,
NYAMIYAGA,,Kagera,Kyerwa,,
BUSINDE,,Kagera,Kyerwa,,
ISINGIRO,,Kagera,Kyerwa,,
KAISHO,,Kagera,Kyerwa,,
NDAGARA,,Kagera,Kyerwa,,
WESTERN,,Kagera,Kyerwa,,
NYABISHENGE,,Kagera,Kyerwa,,
CHITWE,,Kagera,Kyerwa,,
KAMULI,,Kagera,Kyerwa,,
BUGOMORA,,Kagera,Kyerwa,,
IBANDA,,Kagera,Kyerwa,,
MUKIRE,,Kagera,Kyerwa,,
ADOLEC,,Kagera,Kyerwa,,
KIMULI,,Kagera,Kyerwa,,
BENARD,,Kagera,Kyerwa,,
KIDO,,Kagera,Kyerwa,,
KYERWA,,Kagera,Kyerwa,,
MABIRA,,Kagera,Kyerwa,,
NYAMILIMA,,Kagera,Kyerwa,,
MURONGO,,Kagera,Kyerwa,,
NKWENDA,,Kagera,Kyerwa,,
RUMANYIKA,,Kagera,Kyerwa,,
NAKAKE,,Kagera,Kyerwa,,
KITWENCHUKURA,,Kagera,Kyerwa,,
RUKURAIJO,,Kagera,Kyerwa,,
NTARE,,Kagera,Kyerwa,,
CHANYANGABWA,,Kagera,Kyerwa,,
SONGAMBELE,,Kagera,Kyerwa,,
BUGANDIKA,,Kagera,Missenyi,,
NKENGE,,Kagera,Missenyi,,
BUYANGO,,Kagera,Missenyi,,
BWANJAI,,Kagera,Missenyi,,
GERA,,Kagera,Missenyi,,
LUGOYE,,Kagera,Missenyi,,
TWEYAMBE,,Kagera,Missenyi,,
RWEMONDO,,Kagera,Missenyi,,
KAKUNYU,,Kagera,Missenyi,,
KANYIGO,,Kagera,Missenyi,,
KANYIGO MUSLIM SEMINARI,,Kagera,Missenyi,,
KIGARAMA,,Kagera,Missenyi,,
KIKUKWE,,Kagera,Missenyi,,
KASHENYE,,Kagera,Missenyi,,
BUNAZI,,Kagera,Missenyi,,
GABULANGA,,Kagera,Missenyi,,
KILIMILILE,,Kagera,Missenyi,,
BWABUKI,,Kagera,Missenyi,,
SUNLIGHT,,Kagera,Missenyi,,
KAGERA,,Kagera,Missenyi,,
